Month,Department,Complaint Type,Location Type,Zipcode,Borough
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10456,BRONX
June,Department of Health and Mental Hygiene,Rodent,Vacant Lot,11207,BROOKLYN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10456,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10458,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10023,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10456,BRONX
June,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,1-2 Family Dwelling,11426,QUEENS
June,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10023,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10456,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10312,STATEN ISLAND
June,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10010,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10467,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10456,BRONX
June,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),11103,QUEENS
June,Department of Health and Mental Hygiene,Rodent,Construction Site,11372,QUEENS
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,11223,BROOKLYN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,11231,BROOKLYN
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,11412,QUEENS
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10464,BRONX
June,Department of Sanitation,Graffiti,Mixed Use,11432,QUEENS
June,Department of Health and Mental Hygiene,Rodent,Vacant Building,10013,MANHATTAN
June,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,1-2 Family Dwelling,11421,QUEENS
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10310,STATEN ISLAND
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10468,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10036,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10023,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,Construction Site,10023,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10458,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,11374,QUEENS
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10013,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,Vacant Building,10464,BRONX
June,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,1-2 Family Dwelling,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,Vacant Building,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10472,BRONX
June,Department of Health and Mental Hygiene,Rodent,Vacant Building,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,Commercial Building,11373,QUEENS
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,11435,QUEENS
June,Department of Health and Mental Hygiene,Rodent,Vacant Building,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10457,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,11379,QUEENS
June,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10024,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10023,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10467,BRONX
June,Department of Health and Mental Hygiene,Rodent,Commercial Building,11101,QUEENS
June,Department of Health and Mental Hygiene,Rodent,Vacant Building,10456,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10039,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10036,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,11358,QUEENS
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10465,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10069,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10024,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10023,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10456,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10304,STATEN ISLAND
June,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,3+ Family Apartment Building,11375,QUEENS
June,Department of Health and Mental Hygiene,Rodent,Commercial Building,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10459,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,11434,QUEENS
June,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10456,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10473,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10456,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10463,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,11372,QUEENS
June,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,3+ Family Apartment Building,11375,QUEENS
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,11434,QUEENS
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10023,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,11207,BROOKLYN
June,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10013,MANHATTAN
June,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,1-2 Family Dwelling,10473,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Mixed Use Building,10128,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10013,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10023,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10027,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Mixed Use Building,11207,BROOKLYN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10023,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10456,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10458,BRONX
June,Department of Health and Mental Hygiene,Rodent,Vacant Building,10013,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10013,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,11411,QUEENS
June,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,3+ Family Mixed Use Building,10034,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,11412,QUEENS
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,11105,QUEENS
June,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,3+ Family Mixed Use Building,10034,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,11223,BROOKLYN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10457,BRONX
June,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,3+ Family Mixed Use Building,10034,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10023,MANHATTAN
June,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,3+ Family Mixed Use Building,10034,MANHATTAN
June,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,3+ Family Mixed Use Building,10034,MANHATTAN
June,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,3+ Family Apartment Building,10034,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10470,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10031,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10457,BRONX
June,Department of Health and Mental Hygiene,Rodent,Vacant Lot,11223,BROOKLYN
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10305,STATEN ISLAND
June,Department of Health and Mental Hygiene,Rodent,Government Building,10456,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10467,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10023,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10037,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10456,BRONX
June,Department of Health and Mental Hygiene,Rodent,Vacant Building,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,Vacant Lot,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10030,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,Vacant Building,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,Commercial Building,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,Vacant Lot,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Mixed Use Building,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,Vacant Lot,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,Single Room Occupancy (SRO),10457,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,Vacant Lot,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10469,BRONX
June,Department of Sanitation,Graffiti,Mixed Use,10473,BRONX
June,Department of Sanitation,Graffiti,Mixed Use,10473,BRONX
June,Department of Sanitation,Graffiti,Comercial,10473,BRONX
June,Department of Sanitation,Graffiti,Comercial,10454,BRONX
June,Department of Sanitation,Graffiti,Comercial,10455,BRONX
June,Department of Sanitation,Graffiti,Mixed Use,10454,BRONX
June,Department of Sanitation,Graffiti,Comercial,10455,BRONX
June,Department of Sanitation,Graffiti,Comercial,10455,BRONX
June,Department of Sanitation,Graffiti,Mixed Use,10455,BRONX
June,Department of Sanitation,Graffiti,Comercial,10455,BRONX
June,Department of Sanitation,Graffiti,Comercial,10455,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10452,BRONX
June,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10128,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,Commercial Building,11213,BROOKLYN
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10457,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10032,MANHATTAN
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10464,BRONX
June,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10301,STATEN ISLAND
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10031,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11218,BROOKLYN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10467,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11372,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11367,QUEENS
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10019,MANHATTAN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11237,BROOKLYN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10035,MANHATTAN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11249,BROOKLYN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10021,MANHATTAN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10467,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11693,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11231,BROOKLYN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10025,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10301,STATEN ISLAND
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11361,QUEENS
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11211,BROOKLYN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11205,BROOKLYN
June,New York City Police Department,Noise - Park,Park/Playground,11375,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11373,QUEENS
June,New York City Police Department,Vending,Store/Commercial,10023,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10013,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10306,STATEN ISLAND
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11208,BROOKLYN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11206,BROOKLYN
June,New York City Police Department,Noise - Park,Park/Playground,11218,BROOKLYN
June,New York City Police Department,Noise - Park,Park/Playground,10035,MANHATTAN
June,New York City Police Department,Drinking,Street/Sidewalk,10033,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11417,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11230,BROOKLYN
June,New York City Police Department,Illegal Fireworks,Street/Sidewalk,11235,BROOKLYN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,MANHATTAN
June,New York City Police Department,Noise - Park,Park/Playground,10013,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10465,BRONX
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10457,BRONX
June,New York City Police Department,Noise - Park,Park/Playground,10013,MANHATTAN
June,New York City Police Department,Noise - Park,Park/Playground,10035,MANHATTAN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10019,MANHATTAN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10472,BRONX
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10453,BRONX
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10461,BRONX
June,New York City Police Department,Noise - House of Worship,House of Worship,10031,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11234,BROOKLYN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10467,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11374,QUEENS
June,New York City Police Department,Noise - Park,Park/Playground,11234,BROOKLYN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11207,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11374,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11372,QUEENS
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10065,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11211,BROOKLYN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11225,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11228,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11204,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11357,QUEENS
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11102,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11370,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11207,BROOKLYN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11216,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11379,QUEENS
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11369,QUEENS
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11419,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11229,BROOKLYN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10031,MANHATTAN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11235,BROOKLYN
June,New York City Police Department,Noise - Park,Park/Playground,11203,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11694,QUEENS
June,New York City Police Department,Illegal Fireworks,Residential Building/House,11103,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11356,QUEENS
June,New York City Police Department,Noise - Park,Park/Playground,10007,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11207,BROOKLYN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11368,QUEENS
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10458,BRONX
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11208,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11378,QUEENS
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10453,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11365,QUEENS
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10467,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10466,BRONX
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11367,QUEENS
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11235,BROOKLYN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10457,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11413,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11435,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10029,MANHATTAN
June,New York City Police Department,Noise - Park,Park/Playground,10013,MANHATTAN
June,New York City Police Department,Vending,Street/Sidewalk,11372,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11102,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11377,QUEENS
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11225,BROOKLYN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10007,MANHATTAN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11235,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11379,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11205,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11375,QUEENS
June,New York City Police Department,Noise - Park,Park/Playground,11220,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11203,BROOKLYN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11216,BROOKLYN
June,New York City Police Department,Illegal Fireworks,Street/Sidewalk,10465,BRONX
June,New York City Police Department,Noise - Park,Park/Playground,11211,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10468,BRONX
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11375,QUEENS
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10456,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11102,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10457,BRONX
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10016,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10457,BRONX
June,New York City Police Department,Noise - Commercial,Store/Commercial,10002,MANHATTAN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11426,QUEENS
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11220,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11218,BROOKLYN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10453,BRONX
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11232,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11374,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10013,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10452,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11419,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11385,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11212,BROOKLYN
June,New York City Police Department,Disorderly Youth,Residential Building/House,11203,BROOKLYN
June,New York City Police Department,Noise - Park,Park/Playground,11211,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10460,BRONX
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10013,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11220,BROOKLYN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11236,BROOKLYN
June,New York City Police Department,Traffic,Street/Sidewalk,10022,MANHATTAN
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11237,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11419,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10304,STATEN ISLAND
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10013,MANHATTAN
June,BCC - Brooklyn South,Derelict Vehicles,Street,11220,BROOKLYN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10032,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10029,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10013,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11416,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10304,STATEN ISLAND
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10018,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11221,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11422,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11385,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11385,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10466,BRONX
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10456,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11375,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11367,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11434,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11213,BROOKLYN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11221,BROOKLYN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10002,MANHATTAN
June,Queens East 12,Derelict Vehicles,Street,11433,QUEENS
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10032,MANHATTAN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11420,QUEENS
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11231,BROOKLYN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11211,BROOKLYN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11211,BROOKLYN
June,Department of Parks and Recreation,Violation of Park Rules,Park,10004,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11233,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11413,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10466,BRONX
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10036,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11368,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10032,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10309,STATEN ISLAND
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11365,QUEENS
June,BCC - Brooklyn North,Derelict Vehicles,Street,11208,BROOKLYN
June,New York City Police Department,Homeless Encampment,Street/Sidewalk,10451,BRONX
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10314,STATEN ISLAND
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11379,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11103,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10467,BRONX
June,New York City Police Department,Noise - Commercial,Store/Commercial,10452,BRONX
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10013,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10032,MANHATTAN
June,BCC - Queens West,Derelict Vehicles,Street,11421,QUEENS
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10026,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10032,MANHATTAN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10032,MANHATTAN
June,New York City Police Department,Vending,Street/Sidewalk,10013,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11432,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11209,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11208,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11236,BROOKLYN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11204,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11368,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10031,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10302,STATEN ISLAND
June,New York City Police Department,Noise - Park,Park/Playground,10010,MANHATTAN
June,BCC - Bronx,Derelict Vehicles,Street,10466,BRONX
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10453,BRONX
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11385,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10470,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11377,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10312,STATEN ISLAND
June,New York City Police Department,Noise - Park,Park/Playground,11434,QUEENS
June,New York City Police Department,Noise - Park,Park/Playground,11106,QUEENS
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11234,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11377,QUEENS
June,New York City Police Department,Noise - Park,Park/Playground,11211,BROOKLYN
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11209,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11369,QUEENS
June,Department of Parks and Recreation,Violation of Park Rules,Park,10023,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11366,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11234,BROOKLYN
June,BCC - Queens West,Derelict Vehicles,Street,11416,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11374,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11211,BROOKLYN
